 === Showing param === 
 NB_LINES:           4
 NB_RULES:           3
 NB_FAM:          2
 NB_SIM:          0
 ALPHA:           2
 SEGM_STRAT:      0
 HOMEMADE_RULES:  0
 DISTANCE_RULE:   3600
 ANGLES   330 15 145 195
 DELTA_OR / DELTA_DIST:   0	0

2020-Apr-03 15:53:43
	 nb edge fam 1: 29	nb edge fam 2: 32

Inter_Section_3_4_Fs03_fault	25483.7	120174	2379
Inter_Section_3_4_Fs05_fault	23075	119531	3315.03
Inter_Section_2_4_F62_fault	25486.9	118174	3622.2
Inter_Section_3_4_F62_fault	25209.9	120101	3019.54
Inter_Section_3_4_F58_fault	28322.3	120931	2835.77
Inter_Section_2_4_F59_fault	28792.1	119055	2967.4
Inter_Section_3_4_F59_fault	28065.1	120862	3324.94
Inter_Section_2_4_F66_fault	24614.7	117941	3035.28
Inter_Section_3_4_F65_fault	24668.8	119956	2819.68
Inter_Section_3_4_F68_fault	24076.3	119798	3316
Inter_Section_2_4_Fs07_fault	23577.1	117664	4583.24
Inter_Section_3_4_Fs07_fault	23572.4	119664	4088.95
Inter_Section_3_4_Fs01_fault	25170.2	120090	2480.3
Inter_Section_0_4_Fs08_fault	25072.4	114061	3156.41
Inter_Section_3_4_Fs06_fault	23947.9	119764	3954.08
Inter_Section_2_4_F60_fault	28119.7	118876	3543.25
Inter_Section_0_4_F73_fault	28127.6	114876	3108.05
Inter_Section_3_4_F61_fault	25424.9	120158	3116.26
Inter_Section_3_4_Fs02_fault	24892.6	120016	2821.33
Inter_Section_0_4_F72_fault	25827.2	114263	3841.55
Inter_Section_1_4_F72_fault	26186	116359	3559.45
Inter_Section_0_4_F72bis_fault	25566.4	114193	4366.19
Inter_Section_1_4_F72bis_fault	25215	116100	4492.13
Inter_Section_2_4_F69_fault	24125.6	117811	3305.46
Inter_Section_3_4_Fs04_fault	24977.9	120039	2577.68
Inter_Section_2_4_F67_fault	24493.7	117909	2775.41
Inter_Section_0_4_F70_fault	25543.2	114187	3395.14
Inter_Section_2_4_F69bis_fault	24693.4	117962	4383.35


-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	1	1	0	1	1	-1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0	0	0	1	
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	
0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	


-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	
0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	
0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	
0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	1	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	
0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	1	0	0	1	0	0	
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	1	0	0	0	0	0	0	
0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	0	0	1	0	0	
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-1	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-1	1	0	
0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	-1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	



